"ensembl_gene_id","hgnc_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000183323","CCDC125",-0.525381101032524,2.80458008043209,-7.12540169469727,5.0296407107368e-12,1.0648755312772e-07,16.8020044896304
"ENSG00000164638","SLC29A4",1.01360560208311,1.68588403100558,6.29731311615773,8.14939831356059e-10,4.01471459516012e-06,11.9501162406565
"ENSG00000206195","DUXAP8",1.34500204210798,0.936086138931227,6.35280641475727,5.88231903629589e-10,4.01471459516012e-06,12.209599105392
"ENSG00000229417","NPM1P25",-0.83931448267021,-0.940001429836749,-6.2714179051898,9.48118882287956e-10,4.01471459516012e-06,11.5539759735915
"ENSG00000249550","LINC01234",2.11882104694418,-2.01661361485486,6.27927771158697,9.05590973867161e-10,4.01471459516012e-06,11.5606860701452
"ENSG00000182636","NDN",0.941644641874588,3.11783366353212,6.14005963267062,2.0281246863489e-09,6.13420797991127e-06,11.130964813061
"ENSG00000257636","G2E3-AS1",2.02341430008471,-2.30251288204899,6.15530704726904,1.85798061134905e-09,6.13420797991127e-06,10.8761356379699
"ENSG00000182179","UBA7",-0.689070876018364,4.98503463483253,-6.08676113897778,2.75128960417798e-09,7.01935981653065e-06,10.8005847119368
"ENSG00000227191","TRGC2",-1.21554357841616,-0.973111727692341,-6.07251746730867,2.98385784757112e-09,7.01935981653065e-06,10.4935451241056
"ENSG00000176083","ZNF683",-1.39158927915817,-0.179400903725931,-6.04851378831787,3.41997157908465e-09,7.24076382723801e-06,10.435531475293
"ENSG00000113597","TRAPPC13",-0.291636022179787,3.7545094519866,-6.02216965591806,3.97038358985185e-09,7.64190557857668e-06,10.4864797639473
"ENSG00000232000","CLCN3P1",1.29117882939159,-3.4880194819152,5.80620339799644,1.3235867660397e-08,2.33524825088271e-05,8.94569158046735
"ENSG00000230750","SDAD1P2",1.46218452841013,-3.99820914652916,5.77427822796472,1.57679549676171e-08,2.56799340441838e-05,8.72995398409097
"ENSG00000112852","PCDHB2",1.21651004488533,0.508482845608904,5.75986429370316,1.70604499090708e-08,2.58002746767748e-05,9.05241680970185
"ENSG00000155085","AK9",-0.471770718740616,1.24527184593187,-5.74390223123969,1.86123626210007e-08,2.62707294274552e-05,8.98292591444338
"ENSG00000177042","TMEM80",-0.417628717405979,3.51862465846536,-5.73186991314859,1.98723311938348e-08,2.62960622522419e-05,8.96346946054501
"ENSG00000090932","DLL3",1.12128807699945,-1.54240477492548,5.69519209395349,2.42477979055887e-08,3.01984927798309e-05,8.60631260686392
"ENSG00000147475","ERLIN2",0.417321534238281,5.62451408606658,5.6559241172829,2.9971661777005e-08,3.52533346190417e-05,8.4834431518962
"ENSG00000095585","BLNK",-0.81543028368594,3.44749503847688,-5.6183434769944,3.66707990899287e-08,3.88197079165985e-05,8.38903611123148
"ENSG00000136240","KDELR2",0.297965387832845,7.87550313639051,5.62360578557015,3.56517318193378e-08,3.88197079165985e-05,8.3153773922613
"ENSG00000062194","GPBP1",-0.230789876049931,6.08379689199529,-5.60331446957254,3.97398769807346e-08,3.88780719721606e-05,8.20865450173907
"ENSG00000281103","TRG-AS1",-0.879774550265893,-0.566154618154922,-5.60023678684111,4.03985255709207e-08,3.88780719721606e-05,8.16945999202859
"ENSG00000211829","TRDC",-1.12676409834849,-0.867616084670401,-5.58779634256212,4.31708448923953e-08,3.97397012200779e-05,8.08367515625293
"ENSG00000109943","CRTAM",-0.997552602246316,-0.625193178546376,-5.52759168436815,5.94243790345669e-08,4.83897289584558e-05,7.81282602118509
"ENSG00000128284","APOL3",-0.828788077045396,4.84524960763886,-5.53967507937727,5.57452890439525e-08,4.83897289584558e-05,7.93094242679052
"ENSG00000145723","GIN1",-0.290555578128054,1.94524865030935,-5.53247815555439,5.79089756085018e-08,4.83897289584558e-05,7.9570515781194
"ENSG00000101158","NELFCD",0.252958249051703,6.356699176849,5.50320308846377,6.75833341735445e-08,5.29953463378623e-05,7.69694477008827
"ENSG00000250565","ATP6V1E2",0.413453463799657,2.34017969496846,5.48353383051542,7.49477384953291e-08,5.66711971222538e-05,7.72411364932964
"ENSG00000197536","IRF1-AS1",-0.673853820716523,1.29543351585947,-5.46463929260673,8.27536248922901e-08,6.04158533179161e-05,7.60226427518365
"ENSG00000256262","USP30-AS1",-1.05197767855137,-0.883909683004651,-5.44305977385183,9.26370124478453e-08,6.53770275848594e-05,7.39337571765869
"ENSG00000164483","SAMD3",-0.980588586694426,-1.38929894708115,-5.43129265547069,9.8500175163878e-08,6.72724422119234e-05,7.30448464055622
"ENSG00000069482","GAL",1.47783369341887,-0.451270833679115,5.42461148750775,1.01988037942868e-07,6.74778356039502e-05,7.36659725461773
"ENSG00000069974","RAB27A",-0.347057457492239,4.465264148824,-5.41670159180687,1.06272639827137e-07,6.81819494066713e-05,7.32576096434838
"ENSG00000110665","C11orf21",-0.890421009978916,-1.20202341014414,-5.40523613245397,1.12795112903438e-07,6.82313751540455e-05,7.19853822536411
"ENSG00000141574","SECTM1",-0.778869967353929,4.89276890742056,-5.40524289614292,1.12791152877523e-07,6.82313751540455e-05,7.25579637896906
"ENSG00000240204","SMKR1",0.842719784394956,-1.12846276495414,5.39475478287994,1.19096838212049e-07,7.00421738507086e-05,7.18494366381161
"ENSG00000159899","NPR2",0.856863161302107,2.02601424777784,5.37950711003364,1.28878645399411e-07,7.37464508215222e-05,7.21646213165875
"ENSG00000179583","CIITA",-0.904818607218337,3.96680047745907,-5.36943195817707,1.35765608068209e-07,7.56428803689507e-05,7.13210333128275
