"ensembl_gene_id","hgnc_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000163071","SPATA18",-1.37826931805653,2.57497417625287,-8.77661039066767,5.32575257589179e-17,1.15930982072013e-12,27.905100417704
"ENSG00000250305","TRMT9B",-1.09389820279861,0.936067230811568,-8.4851920294986,4.52466407148179e-16,4.92464437540078e-12,25.6757358127954
"ENSG00000131747","TOP2A",1.11636004685994,6.41790322844126,8.38153364882091,9.57424693113503e-16,5.21030517992369e-12,25.137530102159
"ENSG00000165810","BTNL9",-1.27181248304723,1.65366593453013,-8.39808752126338,8.49766206727487e-16,5.21030517992369e-12,25.1531939217256
"ENSG00000100307","CBX7",-0.654459029081342,4.42440265467774,-8.24763173355235,2.49818557437235e-15,1.08761007165874e-11,24.2231007808526
"ENSG00000106484","MEST",0.686248525691314,5.96989657300348,8.13993507545151,5.36210052589317e-15,1.66746006068061e-11,23.4570083965017
"ENSG00000197472","ZNF695",1.77751936452985,-1.14907516438969,8.15412731586657,4.85055946818588e-15,1.66746006068061e-11,23.1149074526749
"ENSG00000196188","CTSE",-2.25192396501376,6.17731710552184,-8.06542442020909,9.05920016601215e-15,2.46500836517191e-11,22.9474119056263
"ENSG00000214013","GANC",-0.538806638880173,4.3562696515941,-8.0253440184327,1.19952262790106e-14,2.90124539601669e-11,22.6974181584328
"ENSG00000104738","MCM4",0.768121300262504,6.20973117321858,7.94432497015146,2.1094885450314e-14,4.59193466482435e-11,22.1185443834804
"ENSG00000161649","CD300LG",-1.78094183288703,-2.59883746573188,-7.92614331167208,2.39309310497082e-14,4.73571370081862e-11,21.496696858146
"ENSG00000080839","RBL1",0.587259513395139,3.63282891783237,7.91105006119737,2.65687021047338e-14,4.81956256179871e-11,21.9331267844897
"ENSG00000172167","MTBP",0.673245550449927,2.33110654847474,7.81249442554148,5.24095514349373e-14,8.77577781258242e-11,21.2300473054364
"ENSG00000120526","NUDCD1",0.547691856464062,4.6418038041241,7.75055670099622,8.00765680016458e-14,1.24507623732845e-10,20.8487721284806
"ENSG00000130558","OLFM1",-1.18205712273751,2.64809573407359,-7.73895048783144,8.667376860949e-14,1.25780973006092e-10,20.7763836764206
"ENSG00000111602","TIMELESS",0.632363724333526,5.33359657991646,7.70455954687816,1.095353702767e-13,1.40256820010776e-10,20.5261555776802
"ENSG00000182481","KPNA2",0.76749037096539,6.4852859349902,7.70897752802497,1.06294740201044e-13,1.40256820010776e-10,20.5395601084736
"ENSG00000149636","DSN1",0.543726738990087,4.39941257864146,7.68856810598868,1.22101120180423e-13,1.47660954671524e-10,20.4451469218473
"ENSG00000101003","GINS1",0.924322782321239,3.54684892998364,7.67257026519897,1.36092615636811e-13,1.54854684366063e-10,20.3518126152101
"ENSG00000156802","ATAD2",0.740473534013534,5.28755542325614,7.6660097283202,1.42277365275691e-13,1.54854684366063e-10,20.273528947089
"ENSG00000066405","CLDN18",-2.53546592297852,3.02129304763134,-7.59188982305528,2.34630929681624e-13,2.43211717967123e-10,19.8247807108688
"ENSG00000122550","KLHL7",0.467693080685327,4.95214529955037,7.53919185326505,3.34143288441892e-13,3.03067962616796e-10,19.4498351112093
"ENSG00000137857","DUOX1",-1.25002510778207,4.37006134715493,-7.54564914631788,3.20006597845804e-13,3.03067962616796e-10,19.5047686010821
"ENSG00000142945","KIF2C",1.01661138920253,4.0151514105199,7.54110587015732,3.29890008451293e-13,3.03067962616796e-10,19.4924459641325
"ENSG00000164983","TMEM65",0.58167913625756,4.93033273206652,7.52803524509748,3.60032925243116e-13,3.13487868667686e-10,19.3790060965379
"ENSG00000101447","FAM83D",0.996088560229526,3.45048026379276,7.49954627332399,4.35457581086934e-13,3.51075578707421e-10,19.2279976157491
"ENSG00000253288","",-1.93108441368467,-2.46672892655408,-7.50023855995327,4.33452217680896e-13,3.51075578707421e-10,18.8281985980388
"ENSG00000064313","TAF2",0.398701741526576,5.11616020120468,7.47924015590768,4.98524518228213e-13,3.87567204028276e-10,19.055306138167
"ENSG00000076382","SPAG5",0.892182238122221,4.57141217670574,7.46679335169088,5.41546415114134e-13,3.98249969796842e-10,18.996766512736
"ENSG00000087586","AURKA",0.930289414275621,4.14118403499868,7.45505920517952,5.85446482612043e-13,3.98249969796842e-10,18.9337718447995
"ENSG00000136114","THSD1",-0.624309049059371,1.79257436521219,-7.46407381539848,5.51422649576754e-13,3.98249969796842e-10,18.9579854972385
"ENSG00000140254","DUOXA1",-1.31170096771111,2.83946442588328,-7.45788245586729,5.74574004102478e-13,3.98249969796842e-10,18.9586454291488
"ENSG00000178999","AURKB",1.04804552484743,3.27109580454036,7.44854013826369,6.11332331135758e-13,4.03257035883732e-10,18.8994699348287
"ENSG00000164010","ERMAP",-0.433204910742059,3.80249570861979,-7.43919084036396,6.50436053846067e-13,4.16432118238859e-10,18.8333958775969
"ENSG00000092529","CAPN3",-1.04462257607631,0.282446957242809,-7.41126407048212,7.82514955577387e-13,4.36794412126855e-10,18.5320963403106
"ENSG00000105650","PDE4C",-1.16618017512496,2.15363682123973,-7.41472403367284,7.64816450744601e-13,4.36794412126855e-10,18.6656075007736
"ENSG00000133661","SFTPD",-1.79024791561175,6.02437844713021,-7.41125344530909,7.825699224985e-13,4.36794412126855e-10,18.6003024274908
"ENSG00000213088","ACKR1",-1.35037417454578,2.71497320168137,-7.42326264221422,7.22809709614127e-13,4.36794412126855e-10,18.7359693110761
"ENSG00000271447","MMP28",-1.56594882504672,3.33036150002752,-7.41901232250384,7.43427449177125e-13,4.36794412126855e-10,18.7106280427809
