"ensembl_gene_id","hgnc_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000129810","SGO1",1.02119202551978,3.04479045701842,8.14424013844715,1.77973720932328e-14,3.78852659748647e-10,22.0881610437327
"ENSG00000143228","NUF2",1.08855546783913,4.16383949822333,7.56691898270683,7.18896550157282e-13,5.85048634509366e-09,18.7337449874441
"ENSG00000236947",NA,1.69459791696394,-2.66772640612416,7.54503219077086,8.24515386634142e-13,5.85048634509366e-09,17.3147278459969
"ENSG00000076382","SPAG5",0.815825985343715,5.47955855571555,7.24561338437148,5.24899832594898e-12,2.7933856841119e-08,16.8601658300487
"ENSG00000197472","ZNF695",1.07918871580823,0.597066025248623,7.2085243397235,6.58046941522755e-12,2.80156904883898e-08,16.1217089418603
"ENSG00000101003","GINS1",0.796389473274314,4.5270771651033,7.13452647267096,1.03086110999823e-11,3.51293386354437e-08,16.2050593983388
"ENSG00000175063","UBE2C",0.930635682317098,6.10545115245338,7.1156780790305,1.15519035302347e-11,3.51293386354437e-08,16.0953751398509
"ENSG00000146410","MTFR2",0.794886813213172,2.5836795712937,7.08668777070944,1.37580187106027e-11,3.66083680365748e-08,15.7572076483502
"ENSG00000100167","SEPTIN3",1.92747930049942,1.69915890052654,6.99280555329641,2.41551532653208e-11,5.14190747558883e-08,15.0832108020144
"ENSG00000129195","PIMREG",1.04505556856348,3.31160493090039,6.99435402581603,2.39328626380517e-11,5.14190747558883e-08,15.3244590537447
"ENSG00000000460","C1orf112",0.813286353335878,3.55181591864322,6.91292367459951,3.88480449064952e-11,5.9068452280326e-08,14.8916158096334
"ENSG00000070950","RAD18",0.615814213774946,4.12935587534598,6.93054485007337,3.49928215902784e-11,5.9068452280326e-08,15.02602881429
"ENSG00000158850","B4GALT3",0.609408126907023,6.21984512101321,6.9227953214254,3.66395423252336e-11,5.9068452280326e-08,14.9793722647646
"ENSG00000163808","KIF15",0.913455844698089,3.71003673902296,6.92908151340126,3.52980880763148e-11,5.9068452280326e-08,14.9924747700116
"ENSG00000051341","POLQ",0.863966752739326,3.5671026460635,6.8196215394547,6.73691571916018e-11,9.35113612521791e-08,14.3697698905564
"ENSG00000154920","EME1",0.847956914307,2.25339086262114,6.80212957987185,7.46535945615224e-11,9.35113612521791e-08,14.130423249705
"ENSG00000278023","RDM1",1.19988972249336,0.745746323137797,6.8020714268397,7.46790595803563e-11,9.35113612521791e-08,13.922309765218
"ENSG00000135709","KIAA0513",-0.869947236496938,3.73127696037734,-6.77302826753648,8.85256322873442e-11,1.0469139636115e-07,14.1335301033036
"ENSG00000215784","FAM72D",0.971188408813898,0.147504524896146,6.7216998423039,1.19430608480651e-10,1.33806282248822e-07,13.4244695275791
"ENSG00000088325","TPX2",0.963622532551883,6.5186533174211,6.68165267976803,1.50705410373254e-10,1.60403303530773e-07,13.6137538340453
"ENSG00000181544","FANCB",0.786348294163258,1.04002724750238,6.65300656804013,1.77885494906326e-10,1.80316596670046e-07,13.1685848036811
"ENSG00000123374","CDK2",0.57658556417435,5.7709100846612,6.64268685158483,1.88813297080125e-10,1.8269402977021e-07,13.4039847331198
"ENSG00000107731","UNC5B",-0.79323656841813,5.45533469358805,-6.62497434538307,2.09127452124445e-10,1.93552003190133e-07,13.3076600170942
"ENSG00000095002","MSH2",0.589752764403412,5.32623674334668,6.58947684930229,2.56515163814493e-10,2.2751826217163e-07,13.1166195929782
"ENSG00000101057","MYBL2",1.07199773437546,6.24329321732851,6.57175064159468,2.83980909323858e-10,2.34158655874164e-07,13.0066933829997
"ENSG00000149636","DSN1",0.540373013076463,4.74858024948833,6.57051358379373,2.86002022489231e-10,2.34158655874164e-07,13.0211101110607
"ENSG00000085999","RAD54L",0.83853029946136,3.3179170051318,6.55194224602324,3.18097723320059e-10,2.41833794154075e-07,12.8843649906193
"ENSG00000186185","KIF18B",0.89242272934474,4.44724964371473,6.5544799690765,3.13511708415044e-10,2.41833794154075e-07,12.9356039593995
"ENSG00000196584","XRCC2",0.760872187169701,2.81083400943736,6.54273248245586,3.3530122920953e-10,2.46122664351147e-07,12.7930363305785
"ENSG00000101412","E2F1",0.916448109612155,4.70811989178081,6.49502946834874,4.40121035178748e-10,3.12295215861667e-07,12.6099592983037
"ENSG00000006625","GGCT",0.593443694910525,6.10683326416813,6.44895429352371,5.71645336631584e-10,3.92535944544404e-07,12.3325983974207
"ENSG00000198113","TOR4A",-1.06771417842126,4.14488498081739,-6.43871823975046,6.05731330267075e-10,4.02943838356101e-07,12.3067038541548
"ENSG00000087586","AURKA",0.808571464641456,4.82573956956373,6.40712318384068,7.24018078751448e-10,4.66964107735068e-07,12.1314261470627
"ENSG00000188610","FAM72B",1.01185759143561,0.817665503641787,6.40185242468424,7.4584392648059e-10,4.66964107735068e-07,11.82978198957
"ENSG00000149679","CABLES2",0.612343744826587,3.80455443580698,6.39229580014938,7.87075703858809e-10,4.78699443086928e-07,12.0519247743869
"ENSG00000131747","TOP2A",0.897918111961409,7.18547526463787,6.38332335363184,8.27818368390017e-10,4.89493600219953e-07,11.9673459197922
"ENSG00000166189","HPS6",-0.431661399371865,4.55249329197885,-6.35236748461142,9.84908632047638e-10,5.66641893254002e-07,11.837557431223
"ENSG00000077935","SMC1B",1.60663439643641,0.297918863288403,6.33816279372443,1.06644669782317e-09,5.82088483501584e-07,11.4465158757178
"ENSG00000127423","AUNIP",0.784348806958363,2.53363662316035,6.34014096084589,1.05470684894359e-09,5.82088483501584e-07,11.6944159813618
